Product ID,Current_Stock,Reorder_Level,Lead_Time_Days,avg_daily_demand,days_to_zero,predicted_stockout_date,stockout_risk
OFF-BI-10004826,98,32,3,3.2,30.625,1767193200000000000,0
FUR-CH-10000225,221,73,7,3.5,63.142857142857146,1770002742857142853,0
OFF-BI-10003707,269,89,6,4.0,67.25,1770357600000000000,0
OFF-ST-10000060,95,31,9,5.142857142857143,18.47222222222222,1766143199999999998,0
OFF-PA-10000807,422,140,3,5.666666666666667,74.47058823529412,1770981458823529410,0
OFF-EN-10001509,55,18,4,2.8,19.642857142857142,1766244342857142853,0
FUR-CH-10004886,148,49,5,4.5,32.888888888888886,1767388800000000000,0
FUR-CH-10004086,429,143,9,5.5,78.0,1771286400000000000,0
OFF-ST-10001228,282,94,2,3.1666666666666665,89.05263157894737,1772241347368421055,0
OFF-BI-10002414,329,109,3,2.4,137.08333333333334,1776391199999999997,0
OFF-BI-10004584,398,132,8,4.4,90.45454545454545,1772362472727272731,0
TEC-AC-10004659,351,117,8,7.666666666666667,45.78260869565217,1768502817391304350,0
OFF-ST-10000617,144,48,8,4.0,36.0,1767657600000000000,0
FUR-CH-10002024,148,49,8,5.25,28.19047619047619,1766982857142857143,0
OFF-AR-10001221,237,79,6,7.0,33.857142857142854,1767472457142857146,0
OFF-FA-10002988,165,55,2,4.333333333333333,38.07692307692308,1767837046153846155,0
OFF-PA-10004327,240,80,9,2.6,92.3076923076923,1772522584615384614,0
OFF-AR-10003056,302,100,2,3.0,100.66666666666667,1773244800000000002,0
TEC-MA-10001047,465,155,9,5.5,84.54545454545455,1771851927272727268,0
FUR-FU-10000550,210,70,5,2.6666666666666665,78.75,1771351200000000000,0
OFF-BI-10002432,305,101,3,3.25,93.84615384615384,1772655507692307688,0
OFF-SU-10003567,372,124,4,3.0,124.0,1775260800000000000,0
TEC-AC-10004209,177,59,6,4.0,44.25,1768370400000000000,0
OFF-PA-10003022,67,22,3,4.6,14.56521739130435,1765805634782608691,0
TEC-PH-10003092,330,110,6,3.75,88.0,1772150400000000000,0
FUR-FU-10000206,272,90,9,2.857142857142857,95.2,1772772480000000000,0
OFF-FA-10000134,103,34,2,7.0,14.714285714285714,1765818514285714284,0
FUR-BO-10003441,107,35,8,3.0,35.666666666666664,1767628800000000002,0
FUR-FU-10003798,372,124,5,5.0,74.4,1770975360000000000,0
OFF-ST-10003656,409,136,5,2.6666666666666665,153.375,1777798800000000000,0
OFF-PA-10001560,223,74,7,2.0,111.5,1774180800000000000,0
OFF-AP-10001271,329,109,4,3.5,94.0,1772668800000000000,0
TEC-PH-10004924,163,54,5,3.0,54.333333333333336,1769241599999999997,0
OFF-ST-10001780,480,160,2,2.75,174.54545454545453,1779627927272727268,0
FUR-FU-10004748,391,130,4,3.0,130.33333333333334,1775807999999999997,0
OFF-SU-10004290,499,166,3,1.0,499.0,1807660800000000000,0
FUR-TA-10002622,176,58,9,3.3333333333333335,52.8,1769109120000000000,0
OFF-PA-10000418,204,68,8,3.6,56.666666666666664,1769443200000000002,0
TEC-PH-10004700,435,145,8,4.333333333333333,100.38461538461539,1773220430769230770,0
OFF-AR-10000823,322,107,5,5.0,64.4,1770111360000000000,0
OFF-AR-10004456,153,51,4,4.333333333333333,35.30769230769231,1767597784615384614,0
OFF-BI-10000050,466,155,2,4.4,105.9090909090909,1773697745454545453,0
OFF-PA-10002377,442,147,9,4.222222222222222,104.68421052631578,1773591915789473685,0
OFF-BI-10000591,348,116,7,2.3333333333333335,149.14285714285714,1777433142857142853,0
TEC-PH-10004774,295,98,9,4.5,65.55555555555556,1770211200000000003,0
OFF-AR-10004582,225,75,6,3.25,69.23076923076923,1770528738461538458,0
OFF-ST-10000991,88,29,6,3.3333333333333335,26.4,1766828160000000000,0
OFF-SU-10002522,219,73,2,2.0,109.5,1774008000000000000,0
OFF-AR-10004022,296,98,2,3.2,92.5,1772539200000000000,0
OFF-SU-10001218,75,25,6,4.166666666666667,18.0,1766102400000000000,0
OFF-ST-10000563,355,118,4,3.5714285714285716,99.39999999999999,1773135360000000000,0
OFF-AP-10004487,458,152,6,3.6,127.22222222222221,1775539199999999998,0
OFF-BI-10002854,457,152,2,5.0,91.4,1772444160000000000,0
OFF-BI-10004967,62,20,5,4.6,13.478260869565219,1765711721739130433,0
OFF-AR-10004817,365,121,3,4.0,91.25,1772431200000000000,0
OFF-PA-10003797,440,146,7,7.666666666666667,57.391304347826086,1769505808695652175,0
FUR-FU-10000023,362,120,8,6.5,55.69230769230769,1769359015384615385,0
FUR-TA-10001889,85,28,7,4.5,18.88888888888889,1766179200000000000,0
OFF-BI-10000315,222,74,5,5.0,44.4,1768383360000000000,0
OFF-SU-10003505,69,23,5,3.0,23.0,1766534400000000000,0
OFF-AP-10002578,370,123,8,2.5,148.0,1777334400000000000,0
FUR-FU-10003975,313,104,9,3.0,104.33333333333333,1773561599999999997,0
OFF-ST-10002406,449,149,2,3.3333333333333335,134.7,1776185280000000000,0
FUR-FU-10001889,191,63,6,5.25,36.38095238095238,1767690514285714287,0
OFF-AR-10000614,420,140,9,5.333333333333333,78.75,1771351200000000000,0
OFF-AR-10003190,192,64,4,1.0,192.0,1781136000000000000,0
OFF-BI-10004593,141,47,7,5.5,25.636363636363637,1766762181818181815,0
TEC-AC-10001908,403,134,8,5.5,73.27272727272727,1770877963636363638,0
OFF-PA-10002666,371,123,7,5.0,74.2,1770958080000000000,0
OFF-PA-10002421,337,112,9,3.75,89.86666666666666,1772311680000000002,0
OFF-ST-10000760,264,88,5,8.0,33.0,1767398400000000000,0
OFF-PA-10002923,496,165,6,2.25,220.44444444444446,1783593600000000004,0
OFF-BI-10002764,391,130,7,4.4,88.86363636363636,1772225018181818184,0
TEC-AC-10003174,202,67,5,3.5,57.714285714285715,1769533714285714284,0
OFF-BI-10003355,235,78,4,3.2,73.4375,1770892200000000000,0
OFF-PA-10003441,112,37,6,3.8333333333333335,29.217391304347824,1767071582608695649,0
OFF-BI-10004040,174,58,3,3.5,49.714285714285715,1768842514285714284,0
TEC-PH-10004614,199,66,9,4.6,43.2608695652174,1768284939130434783,0
OFF-BI-10001982,107,35,9,3.0,35.666666666666664,1767628800000000002,0
TEC-PH-10003012,354,118,7,3.8,93.15789473684211,1772596042105263157,0
OFF-LA-10004345,229,76,9,3.25,70.46153846153847,1770635076923076926,0
OFF-PA-10001970,219,73,8,3.5833333333333335,61.11627906976744,1769827646511627903,0
FUR-CH-10002304,375,125,9,7.25,51.724137931034484,1769016165517241380,0
FUR-FU-10001602,320,106,7,2.25,142.22222222222223,1776835199999999998,0
OFF-BI-10003314,103,34,2,2.0,51.5,1768996800000000000,0
FUR-FU-10004973,493,164,7,4.111111111111111,119.91891891891893,1774908194594594592,0
FUR-FU-10002759,150,50,7,5.5,27.272727272727273,1766903563636363638,0
OFF-LA-10001569,313,104,9,2.6666666666666665,117.375,1774688400000000000,0
FUR-TA-10004534,102,34,4,2.3333333333333335,43.71428571428571,1768324114285714284,0
OFF-BI-10002954,109,36,3,2.3333333333333335,46.71428571428571,1768583314285714284,0
OFF-PA-10001497,157,52,4,4.0,39.25,1767938400000000000,0
OFF-AR-10000716,152,50,4,3.0,50.666666666666664,1768924800000000002,0
OFF-ST-10001580,311,103,2,2.6,119.61538461538461,1774881969230769229,0
OFF-ST-10000321,399,133,6,2.25,177.33333333333334,1779868799999999997,0
OFF-ST-10002957,96,32,8,3.3333333333333335,28.799999999999997,1767035520000000000,0
OFF-LA-10000973,404,134,6,2.3333333333333335,173.14285714285714,1779506742857142853,0
FUR-CH-10003298,360,120,7,3.5,102.85714285714286,1773434057142857146,0
FUR-FU-10000732,473,157,5,3.3333333333333335,141.9,1776807360000000000,0
OFF-BI-10001670,357,119,2,3.625,98.48275862068965,1773056110344827590,0
OFF-PA-10000533,193,64,8,2.0,96.5,1772884800000000000,0
FUR-FU-10002253,318,106,2,3.3333333333333335,95.39999999999999,1772789760000000000,0
OFF-AR-10003217,173,57,7,7.0,24.714285714285715,1766682514285714284,0
OFF-AP-10002403,155,51,6,3.5,44.285714285714285,1768373485714285715,0
OFF-ST-10002554,196,65,5,3.75,52.266666666666666,1769063040000000002,0
FUR-FU-10001876,194,64,8,2.5,77.6,1771251840000000000,0
TEC-AC-10002637,169,56,8,2.6666666666666665,63.375,1770022800000000000,0
TEC-MA-10003589,368,122,7,3.0,122.66666666666667,1775145600000000002,0
OFF-LA-10000081,324,108,5,3.5,92.57142857142857,1772545371428571431,0
OFF-PA-10003641,141,47,6,5.0,28.2,1766983680000000000,0
OFF-PA-10003971,107,35,6,2.6666666666666665,40.125,1768014000000000000,0
OFF-ST-10001505,488,162,8,3.6666666666666665,133.0909090909091,1776046254545454546,0
TEC-PH-10001433,395,131,3,2.6666666666666665,148.125,1777345200000000000,0
OFF-BI-10003784,278,92,3,4.666666666666667,59.57142857142857,1769694171428571431,0
FUR-TA-10003748,166,55,2,4.2,39.523809523809526,1767962057142857140,0
FUR-TA-10001676,328,109,5,2.7142857142857144,120.84210526315789,1774987957894736842,0
FUR-TA-10003392,176,58,6,3.5,50.285714285714285,1768891885714285715,0
OFF-BI-10001890,442,147,2,4.2,105.23809523809523,1773639771428571425,0
OFF-PA-10001001,445,148,7,4.0,111.25,1774159200000000000,0
TEC-PH-10001198,178,59,5,3.0,59.333333333333336,1769673599999999997,0
OFF-FA-10004248,107,35,2,2.3333333333333335,45.857142857142854,1768509257142857146,0
OFF-PA-10002581,171,57,2,2.3333333333333335,73.28571428571428,1770879085714285715,0
OFF-BI-10000773,288,96,6,3.75,76.8,1771182720000000000,0
TEC-AC-10004510,339,113,2,4.111111111111111,82.45945945945947,1771671697297297300,0
FUR-FU-10001617,175,58,3,3.5,50.0,1768867200000000000,0
OFF-BI-10000309,167,55,9,6.666666666666667,25.049999999999997,1766711520000000000,0
OFF-LA-10003923,97,32,3,3.6666666666666665,26.454545454545457,1766832872727272731,0
FUR-CH-10002084,138,46,4,4.0,34.5,1767528000000000000,0
TEC-MA-10000488,286,95,6,3.6666666666666665,78.0,1771286400000000000,0
TEC-AC-10001767,422,140,8,4.0,105.5,1773662400000000000,0
FUR-FU-10001940,434,144,7,3.7142857142857144,116.84615384615384,1774642707692307688,0
FUR-FU-10001488,321,107,9,3.6666666666666665,87.54545454545455,1772111127272727268,0
OFF-ST-10002011,238,79,9,3.0,79.33333333333333,1771401599999999997,0
OFF-PA-10002986,241,80,4,4.25,56.705882352941174,1769446588235294119,0
OFF-PA-10004451,496,165,3,2.8,177.14285714285717,1779852342857142862,0
TEC-AC-10001465,327,109,4,4.142857142857143,78.93103448275862,1771366841379310343,0
OFF-PA-10002751,398,132,6,2.0,199.0,1781740800000000000,0
TEC-AC-10000991,296,98,8,3.25,91.07692307692308,1772416246153846155,0
OFF-AR-10000462,193,64,5,4.666666666666667,41.357142857142854,1768120457142857146,0
OFF-PA-10001260,484,161,2,5.5,88.0,1772150400000000000,0
TEC-PH-10001552,135,45,6,5.0,27.0,1766880000000000000,0
OFF-AR-10003514,234,78,9,5.2,45.0,1768435200000000000,0
OFF-ST-10001490,334,111,8,4.166666666666667,80.16,1771473024000000000,0
OFF-BI-10002852,269,89,3,3.5,76.85714285714286,1771187657142857146,0
OFF-AP-10000390,118,39,7,3.6666666666666665,32.18181818181818,1767327709090909092,0
TEC-PH-10001795,495,165,7,3.0,165.0,1778803200000000000,0
OFF-EN-10001535,253,84,8,2.0,126.5,1775476800000000000,0
OFF-AR-10001662,267,89,9,6.0,44.5,1768392000000000000,0
OFF-EN-10001141,390,130,6,3.25,120.0,1774915200000000000,0
FUR-FU-10000320,88,29,7,5.25,16.761904761904763,1765995428571428574,0
TEC-PH-10001835,149,49,7,4.0,37.25,1767765600000000000,0
TEC-AC-10004518,338,112,3,7.0,48.285714285714285,1768719085714285715,0
OFF-AP-10002222,303,101,6,2.0,151.5,1777636800000000000,0
FUR-FU-10002937,271,90,4,3.3333333333333335,81.3,1771571520000000000,0
OFF-BI-10001718,406,135,6,5.333333333333333,76.125,1771124400000000000,0
OFF-PA-10004983,72,24,7,4.5,16.0,1765929600000000000,0
FUR-FU-10002396,299,99,6,3.0,99.66666666666667,1773158400000000002,0
TEC-PH-10003988,59,19,9,3.2857142857142856,17.956521739130434,1766098643478260866,0
OFF-AR-10002467,295,98,8,2.5,118.0,1774742400000000000,0
OFF-BI-10004002,374,124,2,2.6666666666666665,140.25,1776664800000000000,0
OFF-AR-10004602,272,90,8,3.5,77.71428571428571,1771261714285714284,0
OFF-AR-10003856,443,147,2,3.25,136.30769230769232,1776324184615384614,0
OFF-BI-10002393,299,99,5,2.6,115.0,1774483200000000000,0
OFF-BI-10000301,196,65,3,4.1,47.804878048780495,1768677541463414635,0
OFF-PA-10000697,491,163,5,4.0,122.75,1775152800000000000,0
OFF-PA-10004971,306,102,6,2.2857142857142856,133.875,1776114000000000000,0
FUR-FU-10002116,374,124,8,4.5,83.11111111111111,1771727999999999999,0
OFF-LA-10002195,53,17,9,5.75,9.217391304347826,1765343582608695649,1
OFF-SU-10000381,385,128,2,4.285714285714286,89.83333333333334,1772308799999999997,0
OFF-LA-10002475,296,98,2,2.8,105.71428571428572,1773680914285714284,0
OFF-BI-10000279,433,144,2,2.5,173.2,1779511680000000000,0
OFF-FA-10000936,209,69,7,3.6,58.05555555555556,1769563200000000003,0
OFF-ST-10000604,445,148,5,3.5,127.14285714285714,1775532342857142853,0
OFF-PA-10004040,227,75,4,3.75,60.53333333333333,1769777279999999997,0
OFF-AP-10001563,429,143,3,4.0,107.25,1773813600000000000,0
OFF-ST-10004123,82,27,9,3.0,27.333333333333332,1766908799999999997,0
OFF-BI-10002824,228,76,8,3.857142857142857,59.11111111111111,1769654399999999999,0
OFF-BI-10004817,476,158,5,3.75,126.93333333333334,1775514239999999997,0
OFF-AP-10001366,317,105,6,6.0,52.833333333333336,1769111999999999997,0
FUR-FU-10000576,372,124,7,7.0,53.142857142857146,1769138742857142853,0
OFF-BI-10004728,114,38,2,5.25,21.714285714285715,1766423314285714284,0
OFF-BI-10003638,379,126,9,4.5,84.22222222222223,1771823999999999998,0
TEC-PH-10003555,92,30,4,4.875,18.871794871794872,1766177723076923079,0
TEC-MA-10000112,334,111,5,10.0,33.4,1767432960000000000,0
OFF-PA-10000565,446,148,2,2.5,178.4,1779960960000000000,0
OFF-BI-10000343,61,20,4,4.25,14.352941176470589,1765787294117647059,0
OFF-PA-10003591,144,48,9,9.0,16.0,1765929600000000000,1
OFF-BI-10003429,351,117,3,4.142857142857143,84.72413793103448,1771867365517241380,0
OFF-AP-10003217,291,97,4,3.0,97.0,1772928000000000000,0
TEC-AC-10002399,84,28,8,3.5,24.0,1766620800000000000,0
TEC-PH-10001336,386,128,8,2.1666666666666665,178.15384615384616,1779939692307692311,0
TEC-PH-10001918,313,104,2,3.0,104.33333333333333,1773561599999999997,0
TEC-PH-10004165,459,153,3,4.0,114.75,1774461600000000000,0
OFF-PA-10001526,139,46,6,4.0,34.75,1767549600000000000,0
TEC-CO-10004722,467,155,6,4.0,116.75,1774634400000000000,0
OFF-BI-10004308,164,54,6,3.6666666666666665,44.72727272727273,1768411636363636361,0
OFF-PA-10000029,154,51,9,2.3333333333333335,66.0,1770249600000000000,0
OFF-SU-10000898,245,81,9,5.666666666666667,43.23529411764706,1768282729411764709,0
OFF-AR-10001860,163,54,7,4.5,36.22222222222222,1767676799999999998,0
FUR-FU-10000755,124,41,3,7.5,16.533333333333335,1765975679999999997,0
OFF-PA-10002893,462,154,7,1.5,308.0,1791158400000000000,0
OFF-ST-10000689,425,141,6,4.8,88.54166666666667,1772197200000000002,0
FUR-CH-10001973,266,88,9,4.0,66.5,1770292800000000000,0
TEC-AC-10000580,298,99,7,3.5,85.14285714285714,1771903542857142853,0
OFF-PA-10002689,213,71,9,6.0,35.5,1767614400000000000,0
OFF-PA-10004675,406,135,2,2.8333333333333335,143.2941176470588,1776927811764705880,0
OFF-AR-10001919,241,80,4,2.5,96.4,1772876160000000000,0
OFF-AP-10002082,276,92,4,2.4,115.0,1774483200000000000,0
OFF-FA-10003467,226,75,9,5.0,45.2,1768452480000000000,0
OFF-PA-10001293,148,49,2,4.5,32.888888888888886,1767388800000000000,0
TEC-PH-10003885,85,28,6,2.6666666666666665,31.875,1767301200000000000,0
FUR-CH-10004860,145,48,4,3.0,48.333333333333336,1768723199999999997,0
TEC-MA-10002428,201,67,3,7.0,28.714285714285715,1767028114285714284,0
OFF-ST-10000532,200,66,8,4.0,50.0,1768867200000000000,0
TEC-AC-10001267,239,79,9,3.5,68.28571428571429,1770447085714285715,0
OFF-PA-10001790,317,105,5,3.0,105.66666666666667,1773676800000000002,0
OFF-PA-10000994,418,139,4,3.142857142857143,133.0,1776038400000000000,0
FUR-FU-10003247,232,77,2,3.8,61.05263157894737,1769822147368421055,0
FUR-FU-10002191,62,20,7,1.5,41.333333333333336,1768118399999999997,0
OFF-PA-10000575,266,88,9,5.0,53.2,1769143680000000000,0
OFF-AR-10003373,404,134,7,4.25,95.05882352941177,1772760282352941179,0
FUR-CH-10003833,410,136,5,4.4,93.18181818181817,1772598109090909092,0
OFF-PA-10001667,335,111,3,5.0,67.0,1770336000000000000,0
OFF-AP-10000891,322,107,7,4.75,67.78947368421052,1770404210526315787,0
OFF-PA-10003790,418,139,8,4.25,98.3529411764706,1773044894117647059,0
TEC-MA-10001972,417,139,5,2.6666666666666665,156.375,1778058000000000000,0
TEC-PH-10001817,391,130,7,2.8333333333333335,138.0,1776470400000000000,0
TEC-PH-10000984,446,148,3,3.75,118.93333333333334,1774823039999999997,0
OFF-AR-10003732,226,75,5,2.1666666666666665,104.30769230769232,1773559384615384614,0
FUR-FU-10001085,149,49,3,3.6666666666666665,40.63636363636364,1768058181818181815,0
OFF-BI-10001658,494,164,5,3.6666666666666665,134.72727272727272,1776187636363636361,0
FUR-CH-10001215,282,94,3,3.5714285714285716,78.96,1771369344000000000,0
OFF-BI-10000848,314,104,2,2.25,139.55555555555554,1776604799999999995,0
TEC-CO-10001046,333,111,5,3.3333333333333335,99.89999999999999,1773178560000000000,0
FUR-TA-10002645,255,85,8,6.0,42.5,1768219200000000000,0
TEC-AC-10003033,272,90,5,3.5714285714285716,76.16,1771127424000000000,0
OFF-PA-10004782,388,129,3,4.333333333333333,89.53846153846155,1772283323076923073,0
OFF-AP-10002684,416,138,5,4.833333333333333,86.06896551724138,1771983558620689656,0
OFF-ST-10000876,422,140,7,3.8,111.05263157894737,1774142147368421055,0
OFF-AR-10000940,445,148,4,3.2,139.0625,1776562200000000000,0
OFF-PA-10004888,74,24,5,2.8,26.42857142857143,1766830628571428568,0
TEC-PH-10000441,485,161,2,3.6666666666666665,132.27272727272728,1775975563636363638,0
OFF-EN-10002600,102,34,3,9.0,11.333333333333334,1765526399999999997,0
TEC-AC-10000109,200,66,9,4.25,47.05882352941177,1768613082352941179,0
TEC-PH-10002293,193,64,9,3.8,50.78947368421053,1768935410526315787,0
FUR-FU-10001379,88,29,8,2.0,44.0,1768348800000000000,0
OFF-PA-10001846,158,52,5,2.6666666666666665,59.25,1769666400000000000,0
FUR-CH-10000422,230,76,9,2.25,102.22222222222223,1773379199999999998,0
OFF-BI-10002609,235,78,9,2.75,85.45454545454545,1771930472727272731,0
TEC-PH-10003215,472,157,3,4.666666666666667,101.14285714285714,1773285942857142853,0
OFF-PA-10000246,272,90,7,2.5,108.8,1773947520000000000,0
OFF-BI-10001078,171,57,5,9.5,18.0,1766102400000000000,0
OFF-BI-10000138,182,60,4,4.166666666666667,43.68,1768321152000000000,0
OFF-PA-10000482,264,88,8,5.666666666666667,46.588235294117645,1768572423529411760,0
OFF-PA-10003349,270,90,9,5.0,54.0,1769212800000000000,0
FUR-FU-10004351,380,126,5,3.3333333333333335,114.0,1774396800000000000,0
TEC-PH-10000011,195,65,8,5.0,39.0,1767916800000000000,0
FUR-TA-10002607,288,96,9,3.75,76.8,1771182720000000000,0
FUR-FU-10002505,125,41,8,3.0,41.666666666666664,1768147200000000002,0
OFF-AR-10004685,58,19,7,3.6666666666666665,15.818181818181818,1765913890909090907,0
OFF-PA-10000349,123,41,6,2.3333333333333335,52.71428571428571,1769101714285714284,0
TEC-MA-10003356,491,163,2,2.5,196.4,1781516160000000000,0
FUR-BO-10000362,450,150,8,1.0,450.0,1803427200000000000,0
FUR-FU-10003878,302,100,3,3.6,83.88888888888889,1771795200000000000,0
OFF-ST-10003479,279,93,4,3.0,93.0,1772582400000000000,0
OFF-AR-10000122,190,63,7,3.0,63.333333333333336,1770019199999999997,0
OFF-LA-10000407,217,72,7,4.0,54.25,1769234400000000000,0
OFF-BI-10000829,219,73,3,5.25,41.714285714285715,1768151314285714284,0
OFF-AP-10004859,442,147,2,4.0,110.5,1774094400000000000,0
OFF-SU-10002537,483,161,3,4.5,107.33333333333333,1773820799999999997,0
OFF-ST-10003306,171,57,9,4.8,35.625,1767625200000000000,0
OFF-PA-10000157,471,157,9,4.333333333333333,108.6923076923077,1773938215384615385,0
OFF-BI-10001721,388,129,6,6.333333333333333,61.26315789473684,1769840336842105259,0
OFF-PA-10001534,414,138,3,4.2,98.57142857142857,1773063771428571431,0
OFF-LA-10000452,370,123,4,4.0,92.5,1772539200000000000,0
OFF-PA-10000210,391,130,9,5.0,78.2,1771303680000000000,0
TEC-PH-10001459,194,64,2,6.8,28.529411764705884,1767012141176470589,0
TEC-AC-10002134,376,125,8,1.5,250.66666666666666,1786204800000000002,0
TEC-PH-10001760,266,88,4,3.0,88.66666666666667,1772208000000000002,0
FUR-FU-10004845,181,60,2,2.5,72.4,1770802560000000000,0
OFF-PA-10004000,301,100,3,1.0,301.0,1790553600000000000,0
TEC-MA-10002178,494,164,8,2.0,247.0,1785888000000000000,0
FUR-CH-10002774,413,137,8,2.3333333333333335,177.0,1779840000000000000,0
FUR-TA-10001771,231,77,3,4.75,48.63157894736842,1768748968421052629,0
OFF-LA-10003720,395,131,5,4.0,98.75,1773079200000000000,0
OFF-BI-10001617,88,29,9,2.75,32.0,1767312000000000000,0
FUR-FU-10004415,175,58,8,4.666666666666667,37.5,1767787200000000000,0
TEC-AC-10002402,222,74,9,2.6,85.38461538461539,1771924430769230770,0
OFF-LA-10004093,190,63,2,3.0,63.333333333333336,1770019199999999997,0
TEC-AC-10003095,269,89,2,3.0,89.66666666666667,1772294400000000002,0
FUR-TA-10003473,175,58,3,2.5555555555555554,68.47826086956522,1770463721739130433,0
OFF-LA-10000240,107,35,7,5.0,21.4,1766396160000000000,0
OFF-AP-10002118,197,65,4,2.75,71.63636363636364,1770736581818181815,0
FUR-FU-10002157,432,144,6,3.5,123.42857142857143,1775211428571428568,0
OFF-BI-10003910,410,136,2,3.125,131.2,1775882880000000000,0
OFF-ST-10000777,472,157,5,4.333333333333333,108.92307692307693,1773958153846153844,0
TEC-PH-10003875,436,145,5,5.0,87.2,1772081280000000000,0
TEC-MA-10002937,397,132,7,3.0,132.33333333333334,1775980799999999997,0
OFF-PA-10002160,240,80,7,4.5,53.333333333333336,1769155199999999997,0
OFF-PA-10000241,418,139,6,3.2,130.625,1775833200000000000,0
OFF-AP-10004036,458,152,2,2.5,183.2,1780375680000000000,0
OFF-AP-10001242,471,157,6,2.5,188.4,1780824960000000000,0
FUR-FU-10001424,166,55,8,2.4,69.16666666666667,1770523200000000002,0
OFF-AR-10003469,183,61,3,4.5,40.666666666666664,1768060800000000002,0
OFF-PA-10000232,107,35,3,2.4,44.583333333333336,1768399199999999997,0
FUR-CH-10000229,93,31,7,2.6666666666666665,34.875,1767560400000000000,0
OFF-ST-10002562,222,74,5,4.75,46.73684210526316,1768585263157894740,0
OFF-BI-10001525,209,69,8,4.2,49.76190476190476,1768846628571428574,0
TEC-PH-10003484,222,74,7,2.3333333333333335,95.14285714285714,1772767542857142853,0
OFF-LA-10003148,366,122,2,3.0,122.0,1775088000000000000,0
OFF-BI-10001989,352,117,6,5.0,70.4,1770629760000000000,0
OFF-AR-10001545,198,66,9,4.0,49.5,1768824000000000000,0
OFF-AR-10002255,262,87,6,2.5,104.8,1773601920000000000,0
FUR-BO-10004218,252,84,7,3.0,84.0,1771804800000000000,0
OFF-BI-10002082,213,71,9,4.875,43.69230769230769,1768322215384615385,0
TEC-AC-10000521,276,92,5,1.6666666666666667,165.6,1778855040000000000,0
OFF-PA-10000483,69,23,8,4.333333333333333,15.923076923076923,1765922953846153844,0
TEC-MA-10003493,451,150,4,1.0,451.0,1803513600000000000,0
OFF-PA-10001569,354,118,5,3.0,118.0,1774742400000000000,0
FUR-CH-10003968,63,21,4,4.25,14.823529411764707,1765827952941176470,0
OFF-PA-10000587,192,64,7,2.0,96.0,1772841600000000000,0
TEC-AC-10002167,464,154,9,3.3333333333333335,139.2,1776574080000000000,0
OFF-PA-10000806,103,34,4,3.0,34.333333333333336,1767513599999999997,0
OFF-ST-10000419,423,141,9,3.6,117.5,1774699200000000000,0
FUR-FU-10002298,61,20,5,5.0,12.2,1765601280000000000,0
FUR-CH-10004853,379,126,2,4.333333333333333,87.46153846153847,1772103876923076926,0
OFF-BI-10002003,273,91,9,4.166666666666667,65.52,1770208128000000000,0
TEC-PH-10004539,321,107,8,2.5,128.4,1775640960000000000,0
OFF-AR-10003829,407,135,4,3.2,127.1875,1775536200000000000,0
FUR-TA-10003715,457,152,6,3.0,152.33333333333334,1777708799999999997,0
OFF-PA-10003134,205,68,9,2.6666666666666665,76.875,1771189200000000000,0
OFF-PA-10004610,422,140,6,3.75,112.53333333333333,1774270079999999997,0
OFF-AP-10001394,171,57,6,2.0,85.5,1771934400000000000,0
OFF-PA-10000350,397,132,6,2.0,198.5,1781697600000000000,0
OFF-AR-10002335,185,61,9,2.25,82.22222222222223,1771651199999999998,0
OFF-PA-10001870,235,78,4,4.8,48.958333333333336,1768777199999999997,0
OFF-PA-10001745,365,121,6,5.666666666666667,64.41176470588235,1770112376470588230,0
OFF-AP-10001058,269,89,6,4.25,63.294117647058826,1770015811764705880,0
OFF-AP-10003971,277,92,9,2.0,138.5,1776513600000000000,0
FUR-CH-10003846,460,153,2,3.3333333333333335,138.0,1776470400000000000,0
TEC-AC-10004877,250,83,4,2.3333333333333335,107.14285714285714,1773804342857142853,0
OFF-BI-10001553,261,87,4,3.0,87.0,1772064000000000000,0
OFF-BI-10003007,269,89,5,4.4,61.13636363636363,1769829381818181815,0
OFF-LA-10003510,446,148,8,3.5,127.42857142857143,1775557028571428568,0
OFF-LA-10000248,95,31,3,3.4,27.941176470588236,1766961317647058820,0
OFF-PA-10003129,302,100,4,4.0,75.5,1771070400000000000,0
OFF-FA-10004076,439,146,9,5.0,87.8,1772133120000000000,0
OFF-SU-10000157,131,43,8,3.75,34.93333333333333,1767565439999999997,0
OFF-ST-10003638,420,140,9,6.5,64.61538461538461,1770129969230769229,0
OFF-LA-10001934,305,101,6,3.0,101.66666666666667,1773331200000000002,0
OFF-PA-10001019,352,117,7,4.0,88.0,1772150400000000000,0
TEC-PH-10004833,499,166,3,4.333333333333333,115.15384615384616,1774496492307692311,0
TEC-PH-10001305,59,19,7,5.8,10.172413793103448,1765426096551724133,1
OFF-ST-10001713,168,56,8,4.0,42.0,1768176000000000000,0
FUR-CH-10001146,423,141,8,2.9,145.86206896551724,1777149682758620686,0
FUR-FU-10003919,114,38,8,3.0,38.0,1767830400000000000,0
OFF-AR-10003045,195,65,5,4.0,48.75,1768759200000000000,0
TEC-AC-10003133,226,75,2,2.0,113.0,1774310400000000000,0
FUR-FU-10002364,316,105,8,2.4285714285714284,130.11764705882354,1775789364705882350,0
OFF-AR-10001547,390,130,7,4.333333333333333,90.0,1772323200000000000,0
OFF-ST-10001837,266,88,8,3.0,88.66666666666667,1772208000000000002,0
OFF-FA-10000624,364,121,2,5.0,72.8,1770837120000000000,0
